model,model_family,run_label,eval_scope,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,fit_seconds,train_rows,eval_rows,eligible_precision_recall,precision_collapse,selection_note,interesting_vs_histgb,interesting_gate_message
LightGBM Mid-Scale,LightGBM,lightgbm_mid_scale,full_test,0.49,0.7158596140703415,0.6197408867761806,0.6158845261227024,0.35518909107618785,0.73785886452044,0.4795387395212135,0.26922072803802366,153382,112259,21969,61837,2.3332529999897815,300000,349447,True,False,Selected from thresholds meeting precision and recall floors.,True,Quick challenger is close enough to the incumbent for further testing.
