model,model_family,run_label,eval_scope,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,fit_seconds,train_rows,eval_rows,eligible_precision_recall,precision_collapse,selection_note,interesting_vs_histgb,interesting_gate_message
CatBoost Quick,CatBoost,catboost_quick,quick_test_sample,0.5,0.7171189285436677,0.6251710758569549,0.63081,0.3624338061717105,0.7106162955549996,0.4800360548145853,0.27054063638038006,46039,29979,6940,17042,3.9243455000105314,100000,100000,True,False,Selected from thresholds meeting precision and recall floors.,True,Quick challenger is close enough to the incumbent for further testing.
