model,model_family,run_label,eval_scope,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,fit_seconds,train_rows,eval_rows
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.4,0.7133115475446509,0.6656515048423669,0.23982,0.23982,1.0,0.3868626090884161,0.0,0,76018,0,23982,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.41,0.7133115475446509,0.6656515048423669,0.29922,0.254201859909564,0.9939121007422234,0.40485774946921443,0.1306555129256058,6086,69932,146,23836,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.42,0.7133115475446509,0.6656515048423669,0.30671,0.2561281232185688,0.9929530481194229,0.4072164507716643,0.13893015197855108,6858,69160,169,23813,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.43,0.7133115475446509,0.6656515048423669,0.35614,0.2686334692381694,0.9780668834959553,0.42149903861704613,0.17705713493808825,12158,63860,526,23456,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.44,0.7133115475446509,0.6656515048423669,0.38388,0.27596923223471137,0.9664331582019848,0.42933886593927717,0.19387392668489653,15211,60807,805,23177,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.45,0.7133115475446509,0.6656515048423669,0.41402,0.2839848235235385,0.9487949295304812,0.4371313853188097,0.2076789108512568,18648,57370,1228,22754,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.46,0.7133115475446509,0.6656515048423669,0.4493,0.29402099014099436,0.9251938954215662,0.44623212597791767,0.22262520404831673,22742,53276,1794,22188,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.47,0.7133115475446509,0.6656515048423669,0.49275,0.30768456327575544,0.8920440330247685,0.4575504486103239,0.2400942601651176,27882,48136,2589,21393,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.48,0.7133115475446509,0.6656515048423669,0.53303,0.32099232430217345,0.8492202485197231,0.4658866051310206,0.2504673354112396,32937,43081,3616,20366,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.49,0.7133115475446509,0.6656515048423669,0.57663,0.33718310358897935,0.7925110499541322,0.47308616161993305,0.2591781668247092,38657,37361,4976,19006,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.5,0.7133115475446509,0.6656515048423669,0.62038,0.35673880964092475,0.7257943457593194,0.4783576552065298,0.2672937901553369,44632,31386,6576,17406,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.51,0.7133115475446509,0.6656515048423669,0.65839,0.3764534530889671,0.6466516554082228,0.47587339092010983,0.2678374192622044,50331,25687,8474,15508,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.52,0.7133115475446509,0.6656515048423669,0.69518,0.39959839357429716,0.5393628554749396,0.4590786484951732,0.25889209351450926,56583,19435,11047,12935,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.53,0.7133115475446509,0.6656515048423669,0.72626,0.42804412388629615,0.4206905178884163,0.42433546433378194,0.24480609526790123,62537,13481,13893,10089,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.54,0.7133115475446509,0.6656515048423669,0.75101,0.4676543209876543,0.2764156450671337,0.3474591818015043,0.21685670546590397,68472,7546,17353,6629,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.55,0.7133115475446509,0.6656515048423669,0.76304,0.5394373965802537,0.08156117087815862,0.14169805853375833,0.13611314367226376,74348,1670,22026,1956,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.56,0.7133115475446509,0.6656515048423669,0.76309,0.5466196731816726,0.07113668584771912,0.12589012286462753,0.12896920844582208,74603,1415,22276,1706,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.57,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.58,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
