model,model_family,run_label,eval_scope,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,fit_seconds,train_rows,eval_rows,eligible_precision_recall,precision_collapse,selection_note,interesting_vs_histgb,interesting_gate_message
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.51,0.7177052955900657,0.6222118111793129,0.627451373169608,0.3611210923463888,0.7195188888623726,0.48088808785179393,0.2717592768804363,158961,106680,23506,60300,54.76021489998675,300000,349447,True,False,Selected from thresholds meeting precision and recall floors.,True,Quick challenger is close enough to the incumbent for further testing.
