model,model_family,run_label,eval_scope,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,fit_seconds,train_rows,eval_rows
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.65,0.7177052955900657,0.6222118111793129,0.7352044802216073,0.4413685596796302,0.3919051141923013,0.4151687523701176,0.2455278921425754,224071,41570,50962,32844,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.66,0.7177052955900657,0.6222118111793129,0.7399433962804087,0.44782903863750406,0.3620743144882228,0.40041170726557757,0.23892636561949343,228227,37414,53462,30344,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.67,0.7177052955900657,0.6222118111793129,0.7447996405749656,0.4561638247532023,0.33357993461088703,0.38535815453749717,0.23366310401494897,232312,33329,55850,27956,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.68,0.7177052955900657,0.6222118111793129,0.7488889588406825,0.4640631264351059,0.30385652578574324,0.36724834150562446,0.2266695624292041,236232,29409,58341,25465,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.69,0.7177052955900657,0.6222118111793129,0.7524917941776579,0.4726762054016649,0.2771161969310073,0.34939333077576934,0.22058411079337892,239732,25909,60582,23224,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.7,0.7177052955900657,0.6222118111793129,0.7550930470142826,0.4799185888738128,0.2532276925279813,0.3315264086982332,0.21403033024027363,242643,22998,62584,21222,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.71,0.7177052955900657,0.6222118111793129,0.7573165601650608,0.48710934475728407,0.22522253776579243,0.308024968381543,0.20452880804705476,245767,19874,64931,18875,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.72,0.7177052955900657,0.6222118111793129,0.7596058915944335,0.49699204933643704,0.19616733885402,0.2813021345767207,0.19475654117843566,249002,16639,67366,16440,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.73,0.7177052955900657,0.6222118111793129,0.7612914118593092,0.5072913550702961,0.16188578383409302,0.245445499773858,0.18033400820825163,252464,13177,70239,13567,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.74,0.7177052955900657,0.6222118111793129,0.7627565839741076,0.5206691109074244,0.13556308617521418,0.21511749001192887,0.1697460276925428,255182,10459,72445,11361,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.75,0.7177052955900657,0.6222118111793129,0.7630026871027652,0.5275638879589332,0.11282008448082476,0.18588785781692357,0.15668607800676762,257174,8467,74351,9455,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.76,0.7177052955900657,0.6222118111793129,0.7635406799886678,0.5428571428571428,0.08887191847839057,0.1527387568443287,0.14347272419099186,259369,6272,76358,7448,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.77,0.7177052955900657,0.6222118111793129,0.7633088851814438,0.5464494782387376,0.07685607235758776,0.1347588212526022,0.13417307608554724,260295,5346,77365,6441,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.78,0.7177052955900657,0.6222118111793129,0.7630169954241988,0.548557457212714,0.06692838221607045,0.11930108155820952,0.12553610794309794,261025,4616,78197,5609,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.79,0.7177052955900657,0.6222118111793129,0.7626163624240586,0.5534662153691864,0.052681192277402575,0.09620517960842422,0.11227249037621163,262079,3562,79391,4415,54.76021489998675,300000,349447
CatBoost Mid-Scale,CatBoost,catboost_mid_scale,full_test,0.8,0.7177052955900657,0.6222118111793129,0.762138464488177,0.5624317437204223,0.036870868434240985,0.06920492721164613,0.09549154356175805,263237,2404,80716,3090,54.76021489998675,300000,349447
